0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	8
0	9
0	10
0	11
0	12
0	13
0	14
0	15
0	16
0	17
0	18
0	19
0	20
0	21
0	22
0	23
0	24
0	25
0	26
0	27
0	28
0	29
0	30
0	31
0	32
0	33
0	34
0	35
0	36
0	37
0	38
0	39
0	40
0	41
0	42
0	43
0	44
0	45
0	46
0	47
0	48
0	49
0	50
0	51
0	52
0	53
0	54
0	55
0	56
0	57
0	58
0	59
0	60
0	61
0	62
0	63
0	64
0	65
0	66
0	67
0	68
0	69
0	70
0	71
0	72
0	73
0	74
0	75
0	76
0	77
0	78
0	79
0	80
0	81
0	82
0	83
0	84
0	85
0	86
0	87
0	88
0	89
0	90
0	91
0	92
0	93
0	94
0	95
0	96
0	97
0	98
0	99
0	100
0	101
0	102
0	103
0	104
0	105
0	106
0	107
0	108
0	109
0	110
0	111
0	112
0	113
0	114
0	115
0	116
0	117
0	118
0	119
0	120
0	121
0	122
0	123
0	124
0	125
0	126
0	127
1	1517
1	1458
1	1518
1	1000
1	1205
1	1519
1	134
1	478
1	831
1	745
1	1520
1	1008
1	664
1	15
1	1521
1	1522
1	264
1	1015
1	1141
1	483
1	1523
1	486
1	837
1	1524
1	838
1	22
1	1525
1	1526
1	489
1	24
1	1527
1	1528
1	1529
1	578
1	1530
1	1531
1	1532
1	1533
1	394
1	1534
1	1155
1	1030
1	46
1	1535
1	763
1	1536
1	1537
1	932
1	770
1	1538
1	772
1	1539
1	1540
1	512
1	943
1	176
1	177
1	1541
1	297
1	415
1	1306
1	1542
1	1164
1	181
1	1543
1	1544
1	782
1	860
1	1310
1	1545
1	1428
1	426
1	1546
1	1315
1	1547
1	1548
1	961
1	312
1	1246
1	1248
1	966
1	1549
1	316
1	707
1	77
1	1550
1	540
1	1498
1	439
1	1551
1	1325
1	1552
1	1553
1	797
1	715
1	1554
1	800
1	717
1	1555
1	1556
1	94
1	1557
1	638
1	1558
1	1386
1	979
1	1559
1	338
1	230
1	340
1	1391
1	1560
1	110
1	1448
1	342
1	1561
1	1562
1	1563
1	1513
1	1564
1	1565
1	122
1	1566
1	1131
1	246
2	900
2	3
2	1937
2	1080
2	1625
2	1207
2	1003
2	1938
2	1939
2	1400
2	262
2	1940
2	15
2	1282
2	1881
2	1018
2	1404
2	1214
2	1941
2	1795
2	1942
2	28
2	753
2	1407
2	1355
2	383
2	676
2	1943
2	1532
2	40
2	1533
2	158
2	395
2	1891
2	1414
2	1944
2	1856
2	848
2	1945
2	763
2	1228
2	1769
2	1770
2	1946
2	1537
2	936
2	1947
2	854
2	939
2	1948
2	599
2	1949
2	175
2	1419
2	1236
2	1857
2	1305
2	690
2	1733
2	1484
2	1038
2	1039
2	1950
2	523
2	608
2	1308
2	185
2	695
2	525
2	1171
2	1951
2	1805
2	1044
2	1045
2	307
2	426
2	957
2	1600
2	1493
2	1952
2	74
2	1433
2	965
2	1649
2	621
2	622
2	1317
2	1921
2	538
2	1320
2	1927
2	440
2	1551
2	1607
2	86
2	713
2	974
2	716
2	1953
2	639
2	1954
2	1193
2	102
2	644
2	1955
2	1956
2	1957
2	1958
2	1073
2	1126
2	348
2	895
2	1514
2	238
2	1959
2	1874
2	1516
2	996
2	1456
3	1397
3	1460
3	1005
3	745
3	1792
3	1009
3	2215
3	1522
3	1984
3	1762
3	570
3	2216
3	836
3	1019
3	1884
3	838
3	2176
3	1526
3	2068
3	1352
3	575
3	378
3	1146
3	1087
3	1886
3	2106
3	1529
3	493
3	919
3	2191
3	2237
3	2359
3	1989
3	1635
3	154
3	1943
3	1637
3	157
3	158
3	281
3	680
3	2340
3	760
3	163
3	850
3	1769
3	1156
3	1157
3	400
3	293
3	935
3	404
3	1639
3	171
3	2332
3	1948
3	1235
3	602
3	177
3	1100
3	2141
3	1733
3	1484
3	1166
3	2111
3	1371
3	421
3	607
3	1543
3	2322
3	64
3	2071
3	526
3	783
3	2360
3	530
3	308
3	69
3	787
3	955
3	789
3	1548
3	1807
3	312
3	2224
3	198
3	200
3	2304
3	2197
3	206
3	1812
3	326
3	87
3	2261
3	714
3	2198
3	1066
3	1440
3	2361
3	1905
3	2315
3	980
3	223
3	547
3	1843
3	337
3	884
3	2362
3	2363
3	2025
3	2212
3	808
3	1390
3	2000
3	1615
3	452
3	1956
3	455
3	1074
3	2186
3	235
3	1710
3	120
3	1620
3	2364
3	356
3	2002
4	5
4	741
4	133
4	2137
4	1571
4	1626
4	831
4	744
4	14
4	2007
4	2435
4	1010
4	665
4	263
4	1761
4	1721
4	1017
4	835
4	750
4	1883
4	1468
4	1525
4	2068
4	1351
4	2279
4	27
4	1942
4	1727
4	2436
4	1023
4	2122
4	1470
4	1221
4	924
4	582
4	154
4	1637
4	156
4	1360
4	1361
4	1678
4	2013
4	2180
4	2245
4	1892
4	848
4	2379
4	1991
4	682
4	1535
4	164
4	2108
4	931
4	167
4	771
4	687
4	404
4	1482
4	772
4	510
4	2417
4	1302
4	172
4	175
4	413
4	414
4	2407
4	1996
4	1591
4	1735
4	1041
4	1738
4	1170
4	1545
4	614
4	2168
4	2073
4	530
4	2437
4	1242
4	2438
4	426
4	1315
4	2240
4	1053
4	2260
4	1603
4	969
4	322
4	2284
4	1110
4	2390
4	875
4	209
4	91
4	215
4	1185
4	882
4	1331
4	1702
4	222
4	978
4	2150
4	1260
4	336
4	1444
4	982
4	338
4	1122
4	1335
4	2116
4	1958
4	1127
4	1563
4	118
4	352
4	353
4	463
4	652
4	734
4	1619
4	897
4	2188
4	1202
4	817
4	241
4	242
4	2439
4	127
5	1667
5	1572
5	1717
5	2189
5	2004
5	368
5	2034
5	664
5	666
5	909
5	1285
5	1017
5	140
5	2234
5	269
5	1467
5	2235
5	2265
5	1941
5	380
5	26
5	918
5	1576
5	1355
5	382
5	674
5	2053
5	2462
5	1531
5	1358
5	1359
5	499
5	154
5	1533
5	1766
5	1678
5	1767
5	282
5	928
5	2385
5	2107
5	1945
5	47
5	851
5	1946
5	1965
5	2108
5	852
5	2089
5	934
5	2193
5	1539
5	854
5	939
5	945
5	177
5	690
5	1164
5	2380
5	2302
5	517
5	421
5	2042
5	610
5	862
5	2360
5	863
5	613
5	425
5	306
5	2072
5	1594
5	190
5	1314
5	1175
5	1245
5	962
5	2045
5	2171
5	1841
5	1377
5	870
5	537
5	1692
5	708
5	207
5	540
5	1180
5	2419
5	1381
5	82
5	2148
5	1927
5	875
5	1745
5	2392
5	211
5	90
5	212
5	214
5	91
5	1066
5	1653
5	334
5	444
5	1384
5	1747
5	1333
5	1068
5	546
5	2349
5	98
5	2049
5	2363
5	807
5	2060
5	2356
5	102
5	1264
5	1782
5	230
5	645
5	340
5	2062
5	1510
5	890
5	2343
5	1339
5	346
5	1977
5	1873
5	1450
5	2463
5	2395
5	1959
5	2288
5	2289
5	811
5	817
5	241
5	654
5	1132
5	819
5	246
5	126
6	1460
6	2242
6	1716
6	2213
6	1758
6	2006
6	1140
6	2428
